station,latitude,longitude
Garczegorze,54.5893072,17.7030569
Nowa Wieś Lęborska,54.5583786,17.7216768
Lębork Nowy Świat,54.5454345,17.7344576
Komańcza,49.3389488,22.0724508
Komańcza Letnisko,49.3462792,22.0806184
Rzepedź,49.371741,22.1120516
Szczawne Kulaszne,49.4072176,22.1429552
Wysoczany,49.4358565,22.1513909
Mokre Małopolskie,49.4474945,22.1675486
Morochów,49.4621143,22.1868924
Czaszyn,49.4590111,22.2195724
Tarnawa Dolna,49.4797425,22.2599737
Zagórz,49.5136571,22.2645083
Nowy Zagórz,49.5211711,22.2591372
Sanok,49.5527732,22.2114867
Sanok Miasto,49.5559375,22.1985854
Sanok Dąbrówka,49.5690608,22.1594931
Nowosielce,49.562383,22.0856166
Długie,52.4108333,19.2188889
Zarszyn,49.5841665,22.0195565
Besko,49.5905498,21.9562237
Milcza,49.6055945,21.9027115
Wróblik Szlachecki,49.613564,21.8784325
Widacz,49.6325134,21.8465675
Targowiska,49.6495249,21.8218508
Krosno Miasto,49.6826204,21.773001
Krosno,49.6938071,21.7651511
Krosno Polanka,49.7019564,21.7222349
Krosno Turaszówka,49.7092574,21.6983204
Jedlicze,49.7190286,21.647978
Jedlicze Męcinka,49.726138,21.6260304
Tarnowiec,50.7237448,16.8006021
Gliniczek,49.7369997,21.538517
Ostaszewo Toruńskie,53.1056656,18.6272263
Toporów,51.9827778,19.7619444
Karolinówka,51.1898648,23.5506604
Ruda-Huta,51.2357998,23.5929545
Ruda-Opalin,51.2478861,23.6010979
Uhrusk Przystanek,51.2959642,23.6189318
Uhrusk,51.3196303,23.6193062
Majdan Stuleński,51.3552532,23.6065281
Stulno,51.3762933,23.6121983
Sobibór,51.4441652,23.5970787
Okuninka Białe,51.4916168,23.5898748
Włodawa,51.5161997,23.5858108
Busko-Zdrój,50.4619429,20.6853416
Medzilaborce,inf,inf
Medzilaborce Mesto,inf,inf
Łupków,49.2472345,22.059131
Nowy Łupków,49.2524172,22.0829553
Osławica,49.2784017,22.0741374
Łubiana,54.1148169,17.8666071
Lipusz,54.0967518,17.7803879
Dziemiany Kaszubskie,54.0114862,17.7752547
Lubnia,53.9356093,17.7423135
Brusy,53.8823039,17.7279754
Męcikał,53.832299,17.671152
Zakrzewo Złotowskie,53.4164126,17.1407908
Wędrzyn,52.4483431,15.1981797
Konin Zachód,52.2368188,18.2221149
Kawnice,52.249843,18.1509343
Spławie,52.2577115,18.0910722
Cienin Kościelny,52.2700504,18.0096163
Cienin,52.272545,17.9661231
Słupca,52.2874158,17.8520524
Strzałkowo,52.3106824,17.8058597
Wólka,49.8966298,22.4227442
Otoczna,52.3253308,17.6915145
Gutowo Wielkopolskie,52.3324062,17.6438574
Nieszawka,52.65914,17.00263
Orzesze Miasto,50.141711,18.7751066
Łaziska Średnie,50.130042,18.8678439
Pszczew,52.4792371,15.7783386
Ciechanów Przemysłowy,52.8636124,20.6165293
Gołotczyzna,52.7847453,20.6816774
Gąsocin,52.738925,20.7202193
Kałęczyn,53.2304681,22.2304918
Świercze,50.6022107,19.6114693
Jackowo Dworskie,52.6456569,20.7792488
Kątne,52.6081345,20.7631005
Narzym,53.1876951,20.2584192
Iłowo,53.1649882,20.2942109
Wyszyny,53.0608442,20.3923199
Stupsk Mazowiecki,53.0217161,20.4334201
Konopki,52.9956441,20.4606912
Krośnice Mazowieckie,52.9676399,20.4910729
Czeruchy,52.9367345,20.505317
Spała,51.5523781,20.1352843
Policko,50.9443012,16.6211794
Szprotawa,51.5697842,15.5425757
Krak.Prb Gt. Odjazd.,inf,inf
Kraków Podgórze P2,50.0407969,19.958844150943
Olpuch Wdzydze,54.0283529,18.0175013
Kramsk,52.2451849,18.4766921
Budki Nowe,52.2444263,18.5634546
Barłogi,52.2158883,18.7678751
Turzynów,52.2304703,19.0258668
Krzewie,52.2354639,19.166831
Nowe Kutnowskie,52.2377483,19.226612
Włocławek Brzezie,52.6963658,18.9647868
Warszawa Praga WPT J,inf,inf
Przysieki,49.7329826,21.3938577
Skołyszyn,49.7451133,21.3392586
Siepietnica,49.754506,21.296874
Libusza,49.7119495,21.2409946
Gorlice Glinik,49.6722264,21.1738655
Gorlice,49.6634514,21.1625883
Pruszków,52.1626141,20.8080199
Piastów,52.1855923,20.8478232080481
Warszawa Ursus Niedźwiadek,52.1913242,20.8696007
Warszawa Ursus,52.1964444,20.8853672
Warszawa Włochy,52.206229,20.9150217
Zwierzyniec Towarowy,50.594714,22.9958814
Twardogóra,51.3605368,17.4691712
Opole Chmielowice,50.6447826,17.8669866
Opole Borki,50.7425203,17.8821606
Opole Czarnowąsy,50.7164289,17.9031749
Guben,51.9509817,14.7272814
Gubin,51.9509817,14.7272814
Krosno Odrzańskie,52.03191,15.0939173
Szczecin Gumieńce,53.3978154,14.4947427
Czarne,53.68353,16.94221
Bińcze,53.6601247,17.1293836
Człuchów,53.6574941,17.3710182
Kraków Prokocim PRD GT P-Tranz,inf,inf
Hanulin,51.3046999,17.9931001
Szczecin Pogodno,53.4431552,14.5057625
Wiekowo,54.3042749,16.3881209
Sycewice,54.4146613,16.8501003
Milanówek,52.1249469,20.667668
Brwinów,52.1415984,20.718095
Parzniew,52.1564582,20.7631405
Garwolin,51.9010998,21.5539926
Szczecin Wstowo,53.39203645,14.5220583439174
